数据集,字段,非空数量,平均值,标准差,最小值,Q1,中位数,Q3,最大值
男胎,序号,1082,541.5,312.490799864572,1.0,271.25,541.5,811.75,1082.0
男胎,年龄,1082,28.93992606284658,3.6562638956254556,21.0,27.0,29.0,31.0,43.0
男胎,身高,1082,161.0637707948244,5.23217645959195,144.0,158.0,161.0,165.0,175.0
男胎,体重,1082,83.8948336414048,9.917950284907176,53.0,77.01,82.91499999999999,89.08749999999999,140.0
男胎,检测抽血次数,1082,2.487985212569316,1.1275475042916057,1.0,1.0,2.0,3.0,5.0
男胎,孕妇BMI,1082,32.28879078882743,2.972432009058641,20.703125,30.208805577903597,31.8115975966851,33.92623703353835,46.875
男胎,原始读段数,1082,4692190.2356746765,948737.9532073574,1342544.0,4061409.25,4638084.5,5241409.75,9895358.0
男胎,在参考基因组上比对的比例,1082,0.7974720650804067,0.014951434940374831,0.5986381,0.790336538,0.80045915,0.8064387000000001,0.846620403
男胎,重复读段的比例,1082,0.030473940258780037,0.0027470825667931806,0.02115006,0.0286642925,0.03024586,0.032049358,0.04651945
男胎,唯一比对的读段数,1082,3546560.647874307,712817.8684176581,980606.0,3080605.5,3504965.5,3935570.25,7342907.0
男胎,GC含量,1082,0.4006764933197782,0.003307198507781393,0.3862499,0.398693975,0.40054504999999996,0.40255905000000003,0.4213731
男胎,13号染色体的Z值,1082,0.31214734582347503,1.211392468132073,-3.527318775,-0.477638694,0.2522409065,1.0697726060000001,5.676687906
男胎,18号染色体的Z值,1082,0.5832121545295749,1.2885900722044448,-3.262149334,-0.266192898,0.510014617,1.338678086,6.076343685
男胎,21号染色体的Z值,1082,-0.11570941281977819,1.0989187042609343,-3.289375849,-0.8553345729999999,-0.1395060595,0.6316158999999999,3.137182924
男胎,X染色体的Z值,1082,0.32517843544177455,1.2928932169573666,-3.919147889,-0.4797860765,0.2351788805,1.0987679685,7.867669632
男胎,Y染色体的Z值,1082,0.15614253445194085,1.3077288631066426,-4.005487139,-0.66697797075,0.0235683465,0.8589072675,7.000856057
男胎,Y染色体浓度,1082,0.07718697843807763,0.03351841045704469,0.010003887,0.051381268,0.07506555749999999,0.09893700425,0.234217554
男胎,X染色体浓度,1082,0.057024936271719034,0.041464976956572246,-0.076508263,0.029686839,0.0550994345,0.080623137,0.223932573
男胎,13号染色体的GC含量,1082,0.3786933978410351,0.0031643940914512212,0.366486967,0.37674906900000005,0.37850197799999996,0.3803979675,0.402934581
男胎,18号染色体的GC含量,1082,0.39147874860905735,0.0030202677864658084,0.378464788,0.38970237199999996,0.39126388700000003,0.393160358,0.412192792
男胎,21号染色体的GC含量,1082,0.40085072870332716,0.0038095896395479436,0.385214418,0.39857909125,0.4006830765,0.40310219675000003,0.425052136
男胎,被过滤掉读段数的比例,1082,0.023043272059149723,0.0034032095124037457,0.011982671,0.02075658975,0.022831883,0.02497814575,0.037834786
男胎,生产次数,1082,0.3798521256931608,0.6371775009776978,0.0,0.0,0.0,1.0,3.0
男胎,孕周_连续值,1082,16.8456561922366,4.076303144540669,11.0,13.285714285714286,16.0,20.0,29.0
男胎,BMI_calc,1082,32.288798111880446,2.9724067227241435,20.703124999999996,30.20848680315378,31.81253259244358,33.92526087128224,46.87499999999999
男胎,BMI_diff,1082,-7.323053015480824e-06,0.0006817902451616543,-0.002209545749401798,-3.6708200923385448e-09,7.105427357601002e-15,3.6152503213315867e-09,0.002029465386911511
男胎,abnormal_any,1082,0.11645101663585952,0.32091331837886383,0.0,0.0,0.0,0.0,1.0
男胎,abnormal_T13,1082,0.04251386321626617,0.20185165574492422,0.0,0.0,0.0,0.0,1.0
男胎,abnormal_T18,1082,0.0767097966728281,0.26625349233316564,0.0,0.0,0.0,0.0,1.0
男胎,abnormal_T21,1082,0.022181146025878003,0.14734044505407082,0.0,0.0,0.0,0.0,1.0
男胎,孕妇记录数,1082,4.292051756007393,1.0168386395001163,1.0,4.0,4.0,4.0,8.0
男胎,孕妇不同孕周数,1082,3.925138632162662,0.43327830752493285,1.0,4.0,4.0,4.0,5.0
男胎,孕妇检测日期数,1082,4.1709796672828094,0.7421303195814548,1.0,4.0,4.0,4.0,7.0
男胎,孕妇检测抽血次数数,1082,3.925138632162662,0.4113741656540916,1.0,4.0,4.0,4.0,5.0
男胎,同次采血检测次数,1082,1.1515711645101663,0.4952525113238253,1.0,1.0,1.0,1.0,3.0
男胎,同孕周检测次数,1082,1.1534195933456561,0.4965490041378472,1.0,1.0,1.0,1.0,3.0
男胎,Y_pass,1082,0.865988909426987,0.34082176344458615,0.0,1.0,1.0,1.0,1.0
